Record Length,2500,Points,-35.99999764E-6,0.0,
Sample Interval,400.00000467E-9,s,-35.59999823E-6,0.0,
Trigger Point,89.999993037,Samples,-35.19999882E-6,0.0,
,,,-34.79999941E-6,0.0,
,,,-34.39999637E-6,0.0,
,,,-33.99999696E-6,0.0,
Source,CH2,,-33.59999755E-6,0.0,
Vertical Units,Volts,,-33.19999814E-6,0.0,
Vertical Scale,20.0000003,,-32.79999873E-6,0.0,
Vertical Offset,0,,-32.39999933E-6,0.0,
Horizontal Units,s,,-31.99999628E-6,0.0,
Horizontal Scale,100.0000012E-6,,-31.59999687E-6,0.0,
Pt Fmt,Y,,-31.19999747E-6,0.0,
Yzero,-2.0000000,,-30.79999806E-6,0.0,
Probe Atten,10.0000000,,-30.39999683E-6,0.0,
,,,-29.99999742E-6,800.000011921E-3,
Note,TDS 2024B - 11:50:57   16-11-2021,,-29.59999802E-6,0.0,
,,,-29.19999679E-6,800.000011921E-3,
,,,-28.79999738E-6,0.0,
,,,-28.39999797E-6,0.0,
,,,-27.99999675E-6,0.0,
,,,-27.59999734E-6,0.0,
,,,-27.19999793E-6,0.0,
,,,-26.79999670E-6,0.0,
,,,-26.39999730E-6,0.0,
,,,-25.99999789E-6,0.0,
,,,-25.59999666E-6,-800.000011921E-3,
,,,-25.19999725E-6,0.0,
,,,-24.79999785E-6,0.0,
,,,-24.39999662E-6,0.0,
,,,-23.99999721E-6,-800.000011921E-3,
,,,-23.59999780E-6,0.0,
,,,-23.19999840E-6,0.0,
,,,-22.79999717E-6,-800.000011921E-3,
,,,-22.39999776E-6,-800.000011921E-3,
,,,-21.99999835E-6,-800.000011921E-3,
,,,-21.59999713E-6,-800.000011921E-3,
,,,-21.19999772E-6,-800.000011921E-3,
,,,-20.79999831E-6,0.0,
,,,-20.39999708E-6,0.0,
,,,-19.9999977E-6,0.0,
,,,-19.5999983E-6,-800.000011921E-3,
,,,-19.1999970E-6,-800.000011921E-3,
,,,-18.7999976E-6,0.0,
,,,-18.3999982E-6,-800.000011921E-3,
,,,-17.9999970E-6,0.0,
,,,-17.5999976E-6,-800.000011921E-3,
,,,-17.1999982E-6,-800.000011921E-3,
,,,-16.7999970E-6,0.0,
,,,-16.3999975E-6,0.0,
,,,-15.9999981E-6,0.0,
,,,-15.5999969E-6,0.0,
,,,-15.1999975E-6,-800.000011921E-3,
,,,-14.7999972E-6,0.0,
,,,-14.3999978E-6,-800.000011921E-3,
,,,-13.9999975E-6,-800.000011921E-3,
,,,-13.5999971E-6,0.0,
,,,-13.1999977E-6,0.0,
,,,-12.7999974E-6,0.0,
,,,-12.3999971E-6,0.0,
,,,-11.9999977E-6,0.0,
,,,-11.5999974E-6,0.0,
,,,-11.1999971E-6,0.0,
,,,-10.7999977E-6,0.0,
,,,-10.3999973E-6,0.0,
,,,-9.999997019E-6,0.0,
,,,-9.599997611E-6,0.0,
,,,-9.199997294E-6,0.0,
,,,-8.799996976E-6,0.0,
,,,-8.399997569E-6,0.0,
,,,-7.999997251E-6,0.0,
,,,-7.599997389E-6,0.0,
,,,-7.19999753E-6,0.0,
,,,-6.79999721E-6,800.000011921E-3,
,,,-6.39999735E-6,800.000011921E-3,
,,,-5.99999748E-6,0.0,
,,,-5.59999717E-6,0.0,
,,,-5.19999730E-6,0.0,
,,,-4.79999744E-6,0.0,
,,,-4.39999712E-6,0.0,
,,,-3.99999726E-6,0.0,
,,,-3.59999717E-6,0.0,
,,,-3.19999731E-6,0.0,
,,,-2.79999722E-6,0.0,
,,,-2.3999974E-6,-800.000011921E-3,
,,,-1.9999973E-6,0.0,
