Record Length,2500,Points,-59.999998484E-6,0.0,
Sample Interval,2.0000000E-6,s,-57.999997807E-6,0.0,
Trigger Point,29.99999932,Samples,-55.999997130E-6,0.0,
,,,-54.00000009E-6,0.0,
,,,-51.99999941E-6,0.0,
,,,-49.99999874E-6,0.0,
Source,CH2,,-47.99999806E-6,0.0,
Vertical Units,Volts,,-45.99999738E-6,-800.000011921E-3,
Vertical Scale,20.0000003,,-44.00000034E-6,-800.000011921E-3,
Vertical Offset,0,,-41.99999967E-6,-800.000011921E-3,
Horizontal Units,s,,-39.99999899E-6,0.0,
Horizontal Scale,499.999998738E-6,,-37.99999831E-6,0.0,
Pt Fmt,Y,,-35.99999764E-6,-800.000011921E-3,
Yzero,-2.0000000,,-33.99999696E-6,0.0,
Probe Atten,10.0000000,,-31.99999992E-6,0.0,
,,,-29.99999924E-6,0.0,
Note,TDS 2024B - 10:54:25   15-11-2021,,-27.99999857E-6,0.0,
,,,-25.99999789E-6,0.0,
,,,-23.99999903E-6,0.0,
,,,-21.99999835E-6,-800.000011921E-3,
,,,-19.9999995E-6,-800.000011921E-3,
,,,-17.9999988E-6,0.0,
,,,-15.9999981E-6,0.0,
,,,-13.9999984E-6,-800.000011921E-3,
,,,-11.9999986E-6,-800.000011921E-3,
,,,-9.999998838E-6,-800.000011921E-3,
,,,-7.999999070E-6,0.0,
,,,-5.99999839E-6,-800.000011921E-3,
,,,-3.99999863E-6,-800.000011921E-3,
,,,-1.9999986E-6,-800.000011921E-3,
,,,1.3642420E-12,800.000011921E-3,
,,,2.0000014E-6,26.39999962,
,,,4.00000135E-6,47.20000076,
,,,6.00000112E-6,60.799999237,
,,,8.000000889E-6,69.599998474,
,,,10.0000016E-6,75.200004578,
,,,12.0000013E-6,79.200004578,
,,,14.0000011E-6,81.599998474,
,,,16.0000018E-6,82.400001526,
,,,18.0000006E-6,84.000000000,
,,,20.0000013E-6,84.800003052,
,,,22.00000199E-6,84.800003052,
,,,24.00000085E-6,85.599998474,
,,,26.00000153E-6,78.400001526,
,,,28.00000220E-6,60.799999237,
,,,30.00000106E-6,45.60000229,
,,,31.99999992E-6,32.79999924,
,,,34.00000060E-6,24.80000114,
,,,36.00000127E-6,20.0000000,
,,,38.00000195E-6,16.8000011,
,,,40.00000263E-6,13.6000004,
,,,41.99999967E-6,12.0000000,
,,,44.00000034E-6,11.1999998,
,,,46.00000102E-6,10.4000006,
,,,48.00000170E-6,9.600000381,
,,,50.00000237E-6,9.600000381,
,,,52.00000305E-6,8.800000191,
,,,54.00000009E-6,8.800000191,
,,,56.000000768E-6,8.000000000,
,,,58.000001445E-6,8.000000000,
,,,60.000002122E-6,8.000000000,
,,,61.999999161E-6,7.20000029,
,,,63.999999838E-6,7.20000029,
,,,66.000000515E-6,6.40000010,
