Record Length,2500,Points,-27.99999857E-6,800.000011921E-3,
Sample Interval,400.00000467E-9,s,-27.59999916E-6,0.0,
Trigger Point,69.999995595,Samples,-27.19999793E-6,0.0,
,,,-26.79999852E-6,800.000011921E-3,
,,,-26.39999911E-6,1.6000000,
,,,-25.99999789E-6,800.000011921E-3,
Source,CH1,,-25.59999848E-6,0.0,
Vertical Units,Volts,,-25.19999907E-6,0.0,
Vertical Scale,20.0000003,,-24.79999785E-6,0.0,
Vertical Offset,0,,-24.39999844E-6,-800.000011921E-3,
Horizontal Units,s,,-23.99999903E-6,1.6000000,
Horizontal Scale,100.0000012E-6,,-23.59999780E-6,-800.000011921E-3,
Pt Fmt,Y,,-23.19999840E-6,0.0,
Yzero,-2.0000000,,-22.79999899E-6,-800.000011921E-3,
Probe Atten,10.0000000,,-22.39999776E-6,0.0,
,,,-21.99999835E-6,0.0,
Note,TDS 2024B - 11:05:12   12-11-2021,,-21.59999895E-6,0.0,
,,,-21.19999772E-6,0.0,
,,,-20.79999831E-6,0.0,
,,,-20.39999890E-6,0.0,
,,,-19.9999977E-6,0.0,
,,,-19.5999983E-6,800.000011921E-3,
,,,-19.1999989E-6,1.6000000,
,,,-18.7999976E-6,0.0,
,,,-18.3999982E-6,0.0,
,,,-17.9999988E-6,800.000011921E-3,
,,,-17.5999976E-6,0.0,
,,,-17.1999982E-6,800.000011921E-3,
,,,-16.7999988E-6,800.000011921E-3,
,,,-16.3999975E-6,800.000011921E-3,
,,,-15.9999981E-6,0.0,
,,,-15.5999987E-6,0.0,
,,,-15.1999984E-6,0.0,
,,,-14.7999981E-6,800.000011921E-3,
,,,-14.3999987E-6,800.000011921E-3,
,,,-13.9999984E-6,0.0,
,,,-13.5999981E-6,1.6000000,
,,,-13.1999986E-6,800.000011921E-3,
,,,-12.7999983E-6,-800.000011921E-3,
,,,-12.3999980E-6,800.000011921E-3,
,,,-11.9999986E-6,0.0,
,,,-11.5999983E-6,800.000011921E-3,
,,,-11.1999980E-6,800.000011921E-3,
,,,-10.7999986E-6,800.000011921E-3,
,,,-10.3999982E-6,0.0,
,,,-9.999997928E-6,0.0,
,,,-9.599998521E-6,0.0,
,,,-9.199998203E-6,0.0,
,,,-8.799997886E-6,0.0,
,,,-8.399998478E-6,0.0,
,,,-7.999998161E-6,-800.000011921E-3,
